https://www.reuters.com/article/brief-groupe-renault-cancels-2019-divide/brief-groupe-renault-cancels-2019-dividend-idUSASN000598,['BRIEF-Groupe Renault Cancels 2019 Dividend'],"['April 9, 2020 /  5:34 PM / 25 days ago']","['April 9 (Reuters) - Renault SA: ', '* GROUPE RENAULT:COMMUNICATION OF RENAULT’S BOARD OF DIRECTORS 9TH APRIL 2020 ', '* 25% REDUCTION IN COMPENSATION FOR CHAIRMAN AND INTERIM CEO ', '* GENERAL MEETING OF HOLDERS OF PARTICIPATING SHARES IS SCHEDULED FOR JUNE 12, 2020 ', '* SAVINGS WILL BE TRANSFERRED TO THE SOLIDARITY FUND SET UP UNDER THE SOLIDARITY AND FUTURE CONTRACT CONCLUDED ON APRIL 2, 2020 Source text for Eikon: Further company coverage: (Gdansk Newsroom)']"
https://www.reuters.com/article/us-health-coronavirus-renault/renault-chairman-could-seek-4-5-billion-euros-worth-of-bank-loans-idUSKCN21S0K7,['Renault chairman: could seek 4-5 billion euros worth of bank loans'],"['April 10, 2020 /  6:28 AM / 24 days ago']","['PARIS (Reuters) - Renault (', ') Chairman Jean-Dominique Senard said on Friday that the carmaker could seek bank loans worth 4-5 billion euros  ($4.4-$5.4 billion). ', '“It could be in that sort of region,” Senard told RTL radio, who also reiterated that Renault was not currently envisaging a scenario whereby the French state would nationalise the company. ', 'On Thursday, Renault cancelled its dividend and said that Senard and interim chief executive officer Clotilde Delbos had agreed to pay cuts, to help finance a solidarity fund for staff affected by the coronavirus crisis. ', 'Reporting by Sudip Kar-Gupta. Editing by Carmel Crimmins']"
https://www.reuters.com/article/renault-results/renaults-q1-sales-fall-outlook-still-unclear-idUSL5N2CB12W,"[""Renault's Q1 sales fall, outlook still unclear""]","['April 23, 2020 /  5:36 AM / 11 days ago']","['PARIS, April 23 (Reuters) - French carmaker Renault on Thursday posted a 19.2% drop in first-quarter revenue to 10.13 billion euros  ($10.97 billion), and said it was still too early to assess what impact the coronavirus crisis would have on its earnings this year. ', 'The group, which had already cancelled its dividend and suspended its financial guidance, has been hit hard like rivals by the health crisis as demand for cars plummets, while many dealerships and production sites have closed. ', 'Renault said it had 10.3 billion euros of liquidity reserves at end March, 5.5 billion euros less than at the end of 2019. ($1 = 0.9238 euros) (Reporting by Gilles Guillaume and Sarah White; Editing by Himani Sarkar)']"
https://www.reuters.com/article/renault-ma-dongfeng/renault-sells-its-stake-in-chinese-joint-venture-to-partner-dongfeng-motor-idUSL5N2C20P0,['Renault sells its stake in Chinese joint venture to partner Dongfeng Motor'],"['April 14, 2020 /  5:45 AM / 20 days ago']","['PARIS, April 14 (Reuters) - French carmaker Renault said on Tuesday it was selling out of its stake in a Chinese joint venture with Dongfeng Motor Corporation to Dongfeng, which Renault said would help it maximise synergies with Japanese partner Nissan. ', 'Renault has been one of many leading global automotive companies that has been hit hard by the impact of the coronavirus, which has led to factory closures and a slump in demand. ', 'Renault and Dongfeng said they would continue to cooperate with Nissan on new generation engines such as the supply of components to Dongfeng Renault Automotive Company (DRAC) and diesel licences to Dongfeng Automobile Co Ltd. ', 'Renault and Dongfeng will also co-operate in the field of hi-tech ‘intelligent connected’ vehicles, while Dongfeng Renault Automotive Company (DRAC) will stop its Renault-branded activities. ', '“We are opening a new chapter in China. We will concentrate on electric vehicles and light commercial vehicles, the two main drivers for future clean mobility and more efficiently leverage our relationship with Nissan,” said Francois Provost, chairman of the China region for Renault. (Reporting by Sudip Kar-Gupta; Editing by Raju Gopalakrishnan)']"
https://www.reuters.com/article/brief-renault-q1-revenue-down-192-financ/brief-renault-q1-revenue-down-19-2-financial-guidance-still-unclear-idUSASN0005M9,"['BRIEF-Renault Q1 Revenue Down 19.2%, Financial Guidance Still Unclear']","['April 23, 2020 /  5:56 AM / 11 days ago']","['April 23 (Reuters) - Renault SA: ', '* THE GROUP SOLD 672,962 VEHICLES IN Q1, DOWN -25.9% Y/Y ', '* THE IMPACT THAT THE COVID-19 PANDEMIC WILL HAVE ON THE GROUP’S RESULTS IS STILL IMPOSSIBLE TO ASSESS ', '* WILL COMMUNICATE A NEW GUIDANCE AS SOON AS IT CONSIDERS THAT IT IS IN A POSITION TO DO SO ', '* Q1 GROUP REVENUE EXCLUDING AVTOVAZ FALLS 21.3% TO 8.59 BILLION EUROS Source text for Eikon: Further company coverage: (Gdansk Newsroom)']"
https://www.reuters.com/article/renault-costs/renault-has-sub-contractors-in-its-cost-cutting-sights-sources-idUSP6N2BO027,['Renault has sub-contractors in its cost-cutting sights -sources'],"['April 29, 2020 /  11:26 AM / 5 days ago']","['PARIS, April 29 (Reuters) - French carmaker Renault is considering a sharp reduction in sub-contractors it works with to develop new models as part of looming cost cuts, sources close to the company said. ', 'The measures would allow it to make between 100 million and 200 million euros ($108.5 million to $216.9 million) of savings, two sources said. ', 'The carmaker was already struggling before the coronavirus crisis hit sales and production ground to a halt, having posted its first loss in 10 years in 2019 on faltering demand. It is due to outline 2 billion euros in cost cuts from mid-May. ', 'Renault declined to comment. ($1 = 0.9220 euros) (Reporting by Gilles Guillaume Writing by Sarah White Editing by David Goodman)']"
https://www.reuters.com/article/brief-renault-to-relaunch-its-engine-pro/brief-renault-to-relaunch-its-engine-production-in-france-acting-ceo-idUSP6N2BH01K,['BRIEF-Renault to relaunch its engine production in France - acting CEO'],"['April 23, 2020 /  6:26 AM / 11 days ago']","['April 23 (Reuters) - Renault acting CEO Clotilde Delbos ', '* SAYS RENAULT ABOUT TO RELAUNCH ITS ENGINE PRODUCTION IN FRANCE ', '* SAYS THE GROUP’S RCI BANK DOESN’T NEED NEW SHORT TERM FINANCING ', '* SAYS THE TWO BILLION EUROS SAVINGS PLAN WILL BE PRESENTED IN THE SECOND HALF OF MAY, CIRCUMSTANCES PERMITTING Source text for Eikon: Further company coverage: [RENA.PA (Paris Newsroom)']"
https://www.reuters.com/article/health-coronavirus-slovenia-renault/renaults-slovenian-arm-resumes-production-idUSL5N2CG5Q6,"[""Renault's Slovenian arm resumes production""]","['April 28, 2020 /  12:42 PM / 6 days ago']","['LJUBLJANA, April 28 (Reuters) - Revoz, the Slovenian arm of French automaker Renault, has resumed production after a suspension of activities since March 17 due to the coronavirus crisis, Revoz said on Tuesday. ', 'Production re-started on Tuesday with a single daily shift, which is expected to be expanded into two shifts next week and into full production from May 11. ', 'Revoz, one of Slovenia’s largest exporters, produces the Clio, Twingo and electric Smart Forfour models. Its biggest markets include France, Germany and Italy. ', '“This week we expect to make 250 vehicles per day compared to about 750 when the factory is fully operational,” spokeswoman Nevenka Basek Zildzovic said, adding about 1,700 of the total 3,200 employees started working on Monday. ', 'She said the body temperature of staff was being measured before they enter the factory and they were wearing face masks while working to combat a possible spread of the infection. ', 'Slovenia has so far confirmed 1,408 coronavirus cases and 86 deaths. Since the middle of March, the country has closed all schools, bars, restaurants, hotels, shops, apart from food and drug stores, cancelled public transport and prohibited all socialising in public spaces. ', 'Car dealerships reopened last week, while a number of other shops are due to reopen on May 4. The government had not said when it will reopen schools and restart public transport. People also still have to wear face masks in indoor public spaces. (Reporting By Marja Novak; Editing by Mark Potter)']"
https://www.reuters.com/article/us-health-coronavirus-finance-breakingvi/breakingviews-corona-capital-american-football-fail-idUSKCN21W2X6,['Breakingviews - Corona Capital: American football fail'],"['April 14, 2020 /  8:32 PM / 20 days ago']","['HONG KONG/LONDON/NEW YORK (Reuters Breakingviews) - Corona Capital is a daily column updated throughout the day by Breakingviews columnists around the world with short, sharp pandemic-related insights. ', '– American football fail ', 'GRIDIRON GOES UNDER. American football fans have lost a rebooted post-Super Bowl springtime league almost as soon as it started. The parent company of the XFL filed for bankruptcy on Monday, a month after the coronavirus forced it to blow the whistle halfway through its first season. XFL had non-pandemic problems, not least the poor track record of previous attempts to establish non-NFL leagues. Its viewers also quickly halved from the roughly 3 million who tuned in for the first week’s games in February.  ', 'The National Football League and entities that control college football have better finances and far sturdier support. But the fate of their upcoming seasons also depends on regulations surrounding large gatherings and post-crisis consumer behavior changes. Longer-standing concerns about safety remain, too. As for the XFL, owner and World Wrestling Entertainment Chairman Vince McMahon is hoping to sell it. That may end up a bust. (By Anna Szymanski) ', 'BALANCE SHEET BLUES. Borrowers are rushing to claim their unused bank credit lines, and in large amounts. JPMorgan said on Tuesday that clients claimed $55 billion of undrawn loans in March. At Wells Fargo the number was a potentially inconvenient $80 billion. The Federal Reserve has forbidden the bank from growing its balance sheet as punishment for past bad behavior. Customers’ dash for cash has put it above its limit of just over $1.9 trillion. ', 'Fortunately, Wells Fargo has some leeway: The cap is measured against six-month daily averages. And the Fed has given new boss Charlie Scharf some wiggle room. He can pitch in with the federal bailout of U.S. companies, so long as the bank gives away any fees. But it’s no wonder Scharf is itching to have the cap removed altogether. Standing by some Wells Fargo clients may mean leaving others to fend for themselves. (By John Foley) ', 'SWEETEST TABOO. Renault has offloaded its main joint venture in China just as rival carmakers expect the market to recover from a coronavirus-induced lockdown. The embattled French automaker, whose shares have fallen 56% this year, never really made a dent in the market: The venture sold less than 20,000 cars last year, a fraction of Renault’s 3.75 million global deliveries. Local partner Dongfeng Motor will assume Renault’s share of the loss-making alliance and stop producing Renault-branded vehicles. ', 'It makes sense for acting Chief Executive Clotilde Delbos to cut superfluous losses as she prepares to welcome successor Luca de Meo from Volkswagen. She has already pledged to find 2 billion euros in “no taboo” savings over the next three years. Renault will retain separate Chinese joint ventures in electric cars and vans. But the exit will heighten its dependence on Europe, which already accounts for over half of vehicle sales. (By Christopher Thompson) ', 'TAKING CREDIT. It is getting rough and tumble in mergers and acquisitions. Carlyle just threw a one-two punch at Pioneer Credit, an Australian debt collector that it agreed to buy in December. First, the private equity firm threatened to withdraw A$142 million ($91 million) of funding because of alleged defaults, which Pioneer denies. Then, Carlyle cited breaches and material adverse changes to its A$120 million buyout. It gave its target five days to sort things out. ', 'With all the doubt, Pioneer’s shares tumbled 56% on Tuesday. Pioneer reckons Carlyle is just using the pandemic to squeeze it. That wouldn’t be surprising, even considering Pioneer’s many troubles. As the financial crisis unfolded over a decade ago, several private equity firms tried to back out of deals. And in 2016 Carlyle itself haggled down the original $8 billion price tag for data storage firm Veritas after banks struggled to syndicate the buyout debt in a tough market. Pioneer says it’ll fight back, but it may have a limited amount of leverage. (By Jeffrey Goldfarb) ', 'PINT HALF-EMPTY. Anheuser-Busch InBev halved its dividend and delayed its annual general meeting because of uncertainty caused by the coronavirus crisis. This will save the world’s biggest brewer around $1.1 billion, a small contribution to bringing down its $95.5 billion debt pile. ', 'The good news for AB InBev Chief Executive Carlos Brito is that people are boozing more at home to get through this difficult time: sales have spiked in the United States, AB InBev’s biggest market. But with bars and restaurants shut across much of the world, the overall outlook is dire but uncertain. Even after cutting the dividend, the group is likely way off Brito’s target of bringing net debt below 4 times EBITDA this year: analyst forecasts compiled by Refinitiv put it at 4.9 times. Still, there’s scope for more radical action if the crisis endures. Delaying the payment to June 11 from early May gives Brito time to further trim the dividend if necessary. (By Dasha Afanasieva) ', 'ROSE-TINTED SWAPS. Whoever said central banks were out of ammunition? The perceived riskiness of European companies has fallen sharply in recent days, according to the credit default swap market, boosted by the Federal Reserve’s plans to buy junk-rated debt and hopes the coronavirus crisis is easing. ', 'The Markit iTraxx Crossover index of swaps based on debt issued by European sub-investment grade companies has fallen back to around 460 basis points in morning trading on Tuesday, down from a recent peak of over 700 basis points, according to Refinitiv data. The current spread would be enough to compensate for a default rate of about 8% over the next year, according to Breakingviews calculations. That’s roughly in line with S&P’s forecasts, but far below its more pessimistic scenario of an 11% failure rate. Defaults exceeded 12% in both of the last two credit cycles. (By Neil Unmack)', ""Reuters Breakingviews is the world's leading source of agenda-setting financial insight. As the Reuters brand for financial commentary, we dissect the big business and economic stories as they break around the world every day. A global team of about 30 correspondents in New York, London, Hong Kong and other major cities provides expert analysis in real time."", 'Sign up for a free trial of our full service at ', ' and follow us on Twitter ', ' and at ', '. All opinions expressed are those of the authors.']"
https://www.reuters.com/article/us-renault-m-a-dongfeng/renault-quits-its-main-china-venture-after-weak-sales-idUSKCN21W0HB,['Renault quits its main China venture after weak sales'],"['April 14, 2020 /  5:47 AM / 20 days ago']","['PARIS/BEIJING (Reuters) - French automaker Renault SA (', ') is ditching its main passenger car business in China following poor sales at the loss-making venture with Dongfeng Motor Group (', ').  ', 'A slowdown in Chinese automotive sales, which is expected to worsen this year due to the coronavirus crisis, has heaped pressure on carmakers that were already struggling to establish a big presence in China, the world’s biggest vehicle market.  ', 'Renault, which entered the Dongfeng joint venture in 2013 and began producing gas-powered cars under the tie-up in Wuhan three years later, is one of the few global carmakers to exit a major project in China in recent years, however.  ', 'The carmaker, which will retain a presence in China with other ventures, including in electric vehicles, is trying more broadly to find cost savings and pull out of businesses where it is struggling to make its mark and turn a profit.  ', 'This is part of Renault’s efforts to make the most of its alliance with Japanese partner Nissan (', '), and the two are due provide a strategy update by mid-May.  ', 'Dongfeng had been anticipating Renault’s potential exit from the Chinese joint venture as long as a year ago, a banking source familiar with the matter said. Sales were under pressure long before the coronavirus crisis walloped demand further, another source with knowledge of the situation said.  ', 'The venture sold only 18,607 cars in 2019, far below its annual capacity of 110,000 and reported an operating loss of more than 1.5 billion yuan ($212 million). ', 'Dongfeng, which will take on Renault’s 50% stake in their venture, plans to revamp and upgrade the business’s existing car plants, which will no longer make Renault-branded cars, a spokeswoman for the Chinese automaker said on Tuesday.  ', 'Dongfeng will arrange positions for staff at the venture within its wider group operations, she added. ', 'Financial terms of the transaction were not disclosed.  ', 'Renault said it would focus on its light commercial vehicle business with Brilliance China Automotive Holdings (', '). That venture plans to roll out five new models before 2023 and is planning export cars to other markets. ', 'Another focus is electric vehicles, which will be built by its venture with Jiangling Motors Corporation Group. ', 'Renault and Dongfeng also said they would continue to cooperate on “connected vehicles” and work with common partner Nissan Motor Co Ltd (', ') on new generation engines. ', '“We are opening a new chapter in China. We will concentrate on electric vehicles and light commercial vehicles, the two main drivers for future clean mobility and more efficiently leverage our relationship with Nissan,” Francois Provost, chairman of the China region for Renault, said in a statement. ', 'That could include relying on Nissan dealers rather than Renault ones in the longer term, a source familiar with the matter said.  ', 'Renault and Nissan, which both reported losses for 2019 even before the global pandemic hit, are looking to rebalance a relationship strained by the 2018 arrest and subsequent flight of former alliance supremo Carlos Ghosn.  ', 'The ex-boss-turned-fugitive, accused of financial misconduct, denies any wrongdoing.  ', 'Other international carmakers have struggled in China too.     ', 'In 2018, Japanese automaker Suzuki Motor Corp (', ') sold its stake in a venture with Changan Automobile (', '). ', 'Renault’s French rival PSA (', '), meanwhile, is exiting a small joint venture with China’s Chongqing Changan Automobile (', ') and said in February it had suffered 700 million euros in losses last year in the country.  ', 'Reporting by Sudip Kar-Gupta and Yilei Sun, Additional reporting by Arno Schuetze in Frankfurt and Sarah White in Paris; Editing by Edwina Gibbs and Mark Potter']"
